Job Title,Company,Location,Salary Estimate,Rating,Description,Headquarters,Size,Founded,Ownership,Industry,Sector,Revenue,Competitors
Data Scientist / AI engineer,SoHo Dragon,"Chicago, IL",$93K - $148K (Glassdoor est.),4.5,"Position: Data Scientist / AI engineer
Location: Chicago, IL(Hybrid 3x in office)
Employment Type: Contract-to-hire
Contract Duration: 6months-1year

The Data Scientist is responsible for the design and development of advanced generative, recommender and predictive models that will generate value creation. This role involves ensuring the performance and accuracy of solutions, staying abreast of the latest AI research and methodologies (particularly in the domains of natural language processing, ...",-1,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,-1
Sr Data Scientist,Lennar,"Miami, FL",-1,3.4,"We are Lennar
Lennar is one of the nation's leading homebuilders, dedicated to making an impact and creating an extraordinary experience for our Homeowners, Communities, and Associates by building quality homes and providing exceptional customer service, giving back to the communities in which we work and live, and fostering a culture of opportunity and growth for our Associates throughout their career. Lennar has been recognized as a Fortune 500® company and consistently ranked among the top ho...",-1,5001 to 10000 Employees,1954,Company - Public,Real Estate,Real Estate,$5 to $10 billion (USD),-1
Cancer Biology Omics Associate Data Scientist,MD Anderson,"Houston, TX",$88K - $132K (Employer provided),4.2,"Summary

Their primary responsibility will be to assist in the computational analysis of spatial single-cell transcriptomic and proteomic data from patient tumors generated from platforms such as CosMx Spatial Molecular Imager. Analyses will involve identifying spatially localized cellular niches, characterizing immune and epithelial cell states, modeling cell-cell communication, and uncovering pathways through which host-microbe interactions influence tumor biology.

1. Analyzation and Integrat...",-1,10000+ Employees,1941,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1
"Senior Data Scientist, Generative AI",Johnson & Johnson,"New Brunswick, NJ",$111K - $164K (Glassdoor est.),4.1,"At Johnson & Johnson, we believe health is everything. Our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. Through our expertise in Innovative Medicine and MedTech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. Learn m...",-1,10000+ Employees,1887,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),-1
ETL Analyst/Data Scientist,The University of Chicago Medicine,"Chicago, IL",$143K - $167K (Employer provided),3.4,"Job Description:
Join UChicago Medicine, as an ETL Analyst/Data Scientist in the Enterprise Architecture department. This position will be primarily a work from home opportunity with the requirement to come onsite as needed. You will need to be based in the greater Chicagoland area.

In support of the UChicago ADAMS Center, the ETL Analyst/Data Scientist will have two main functions: (1) leverage statistical analysis, predictive and prescriptive modeling, and advanced visualizations to assist or...",-1,10000+ Employees,1986,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1
"Senior Data Scientist, Wharton Graduate Division",University of Pennsylvania,"Philadelphia, PA",$100K - $140K (Employer provided),4.2,"University Overview
The University of Pennsylvania, the largest private employer in Philadelphia, is a world-renowned leader in education, research, and innovation. This historic, Ivy League school consistently ranks among the top 10 universities in the annual U.S. News & World Report survey. Penn has 12 highly-regarded schools that provide opportunities for undergraduate, graduate and continuing education, all influenced by Penn’s distinctive interdisciplinary approach to scholarship and learni...",-1,10000+ Employees,1740,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1
Research Scientist,PayPal,"San Jose, CA",$138K - $237K (Employer provided),3.6,"The Company
PayPal has been revolutionizing commerce globally for more than 25 years. Creating innovative experiences that make moving money, selling, and shopping simple, personalized, and secure, PayPal empowers consumers and businesses in approximately 200 markets to join and thrive in the global economy.

We operate a global, two-sided network at scale that connects hundreds of millions of merchants and consumers. We help merchants and consumers connect, transact, and complete payments, whet...",-1,10000+ Employees,1998,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),-1
"Senior Associate, AI Data Scientist",TWG Global AI,"Santa Monica, CA",$160K - $190K (Employer provided),4.4,"The Organization
At TWG Group Holdings, LLC (‘TWG Global’), we are at the cutting edge of innovation and business transformation, leveraging data and AI to manage a diverse portfolio that spans Investments, Securities, Insurance, Finance, Corporate Lending, Merchant Banking, as well as Sports, Media, and Entertainment. Data is one of our most valuable assets, and our commitment to AI allows us to transform that data into a powerful competitive advantage. We are pioneering a range of data and AI ...",-1,51 to 200 Employees,2002,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
Data Scientist,Zions Bancorporation,"Midvale, UT",$99K - $132K (Glassdoor est.),3.6,"Zions Bancorporation’s Enterprise Technology and Operations (ETO) team is transforming what it means to work for a financial institution. With a commitment to technology and innovation, we have been providing our community, clients, and colleagues the best experience possible for over 150 years. Help us transform our workforce of the future, today.

Zions Bancorporation is currently looking for an experienced Data Scientist to join our Enterprise Data Science team. This role focuses on deliverin...",-1,10000+ Employees,1955,Company - Public,Banking & Lending,Financial Services,$1 to $5 billion (USD),-1
"Data Scientist, Level 2",DAIKIN COMFORT TECHNOLOGIES MFG LP,"Waller, TX",$72K - $115K (Glassdoor est.),3.7,"Daikin Comfort Technologies Mfg is seeking a professional, skilled individual for our Data Scientist position at our Waller, TX facility. The Data Scientist role at its core links business strategy to the data. The Data Scientist role at its core links business strategy to the data. He/she will transform structured or unstructured data into actionable information and predictive models to make a big impact across the organization. This individual will break down the hairiest of problems by applyi...",-1,10000+ Employees,1924,Subsidiary or Business Segment,Machinery Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
AI & GEN AI Data Scientist-Experienced Associate,PRICE WATERHOUSE COOPERS,"Milwaukee, WI",$63K - $140K (Employer provided),3.7,"At PwC, our people in data and analytics focus on leveraging data to drive insights and make informed business decisions. They utilise advanced analytics techniques to help clients optimise their operations and achieve their strategic goals. In data analysis at PwC, you will focus on utilising advanced analytical techniques to extract insights from large datasets and drive data-driven decision-making. You will leverage skills in data manipulation, visualisation, and statistical modelling to supp...",-1,1001 to 5000 Employees,1948,Company - Private,Accounting & Tax,Financial Services,$100 to $500 million (USD),-1
AppleCare Data Scientist,Apple,"Austin, TX",$82K - $135K (Glassdoor est.),4.1,"Imagine what you could do here. At Apple, new ideas have a way of becoming extraordinary products, services, and customer experiences very quickly. Bring passion and dedication to your job and there's no telling what you could accomplish. The people here at Apple don’t just craft products - they build the kind of wonder that’s revolutionized entire industries. It’s the diversity of those people and their ideas that inspires the innovation that runs through everything we do, from amazing technolo...",-1,10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
Data Scientist II - McWilliams School of Biomedical Informatics,UTHealth Houston,Texas,-1,3.7,"McWilliams School of Biomedical Informatics is shaping the future of patient care, disease prevention, and biomedical discovery by transforming data into innovative solutions powered by artificial intelligence, data science, and informatics. We are the only biomedical informatics program with advanced doctoral degrees in Texas and the largest and only free-standing informatics school in the nation.
This position will support clinical data request services for entire UTHealth Houston. This positi...",-1,Unknown,1972,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1
"Data Scientist, Financial Services Consulting",TransUnion,"Chicago, IL",$68K - $113K (Employer provided),3.7,"TransUnion's Job Applicant Privacy Notice
Personal Information We Collect
Your Privacy Choices
What We'll Bring:
At TransUnion, we have a welcoming and energetic environment that encourages collaboration and innovation. We are consistently exploring new technologies and tools to be agile. This environment gives our people the opportunity to hone current skills and build new capabilities, while discovering their genius.

Be a part of our team – you will collaborate with great people, pioneering p...",-1,10000+ Employees,1968,Company - Public,Business Consulting,Management & Consulting,$1 to $5 billion (USD),-1
Data Scientist,Booz Allen,"Clearfield, UT",$113K - $257K (Employer provided),4.0,"Data Scientist
The Opportunity:
As a data scientist, you’re excited at the prospect of unlocking the secrets held by a data set, and you’re fascinated by the possibilities presented by IoT, machine learning, and artificial intelligence. In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can turn these complex data sets into useful information to solve global challenges. Across private and public s...",-1,10000+ Employees,1914,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),-1
Principal Data Scientist- Generative AI,Citizens,"Westwood, MA",$118K - $171K (Glassdoor est.),3.7,"Description
As a Principal Data Scientist, you will lead the strategic application of Generative AI across the bank, leveraging Large Language Models (LLMs) to drive innovation, improve operational efficiency, and enhance customer and employee experiences. This role requires deep expertise in NLP, hands-on experience with Generative AI tools, and the ability to guide teams in responsibly integrating these technologies into business processes.
Key Responsibilities
Lead the design and implementati...",-1,10000+ Employees,1828,Company - Public,Banking & Lending,Financial Services,$5 to $10 billion (USD),-1
ENERGY MARKET ANALYST (DOE) (DATA SCIENTIST),Basin Electric Power Cooperative,"Bismarck, ND",-1,3.9,"Job Title: ENERGY MARKET ANALYST (DOE) (DATA SCIENTIST)
Posting Start Date: 9/25/25
Job Description:
POSITION PURPOSE
This position assists in the modeling, analyzing, quantifying, and reporting the technical, environmental, and economic conditions of Basin Electric Power Cooperative’s (BEPC) various commodities, short and midterm positions, electric load and renewable generation forecasts, and general commodity market intelligence. The incumbent will have a high level of understanding of these ...",-1,1001 to 5000 Employees,1961,Company - Private,Energy & Utilities,"Energy, Mining & Utilities",$500 million to $1 billion (USD),-1
Senior Data Scientist,Labcorp,"Durham, NC",-1,3.5,"Labcorp is implementing an exciting new “big data” approach to cancer testing. We are integrating the test results from our national oncology testing business into an enterprise data warehouse to enable a variety of impactful data use cases. We have an excellent opportunity for a highly motivated data scientist within our new Real World Data (RWD) Product Development group.
As a Real-World Data, Senior Data Scientist, you will be part of a collaborative, cross-functional team bringing together s...",-1,10000+ Employees,1978,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
Mid-Level Data Scientist,BRS,"San Antonio, TX",$56K - $92K (Glassdoor est.),3.8,"SpecPro Sustainment & Environment (SSE) is seeking a highly skilled Data Scientist to support the Air Force Civil Engineer Center’s (AFCEC) Strategic Acquisition and Category Management program within AFCEC. The Air Force is advancing its acquisition strategy through innovation, data-driven methodologies and Category Management principals. The selected candidate will be a part of the SSE team providing advanced data analytics to deliver actionable insights and practical solutions to complex chal...",-1,Unknown,--,Company - Private,Building & Personnel Services,Management & Consulting,Unknown / Non-Applicable,-1
AI/ML Specialist,Techfinite Systems,Remote,-1,5.0,"AI/ML Specialist
Hybrid/Remote · Full Time · Experience: 1-2 years
As an AI/ML Specialist at Techfinite Systems, you will support the design, development, and deployment of machine learning models for enterprise and healthcare applications. This role is ideal for early-career professionals eager to apply their academic or internship experience in a real-world environment with impactful projects.
Key Responsibilities
Assist in building, training, and testing machine learning models.
Work with sen...",-1,Unknown,--,Company - Public,--,--,Unknown / Non-Applicable,-1
Senior Engineer - AI/ML/Data Scientist,Fission Labs,"Dallas, TX",-1,4.1,"Dallas,Texas
6-8 Years
Full Time

Roles and Responsibilities
3+ years with AI / ML /data-platform products. should be more like,""experience with taking an AI product/platform from ideation to market"" or similar. GenAI is also MUST HAVE.
Design and develop AI models and algorithms using machine learning techniques and tools, with a focus on NLP.
Work with large datasets, including cleaning, preprocessing, and transforming data to ensure its quality and relevance.",-1,51 to 200 Employees,2008,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist - AI Model Optimization (LLM/SLM) for Network Automation,Ciena,"Burlington, MA",$82K - $145K (Employer provided),4.1,"As the global leader in high-speed connectivity, Ciena is committed to a people-first approach. Our teams enjoy a culture focused on prioritizing a flexible work environment that empowers individual growth, well-being, and belonging. We’re a technology company that leads with our humanity—driving our business priorities alongside meaningful social, community, and societal impact.
Are you ready to revolutionize network troubleshooting and operations through cutting-edge AI?

Ciena is seeking a hi...",-1,5001 to 10000 Employees,1992,Company - Public,Telecommunications Services,Telecommunications,$1 to $5 billion (USD),-1
Data Scientist,Agile Defense,"Omaha, NE",-1,4.4,"At Agile Defense we know that action defines the outcome and new challenges require new solutions. That’s why we always look to the future and embrace change with an unmovable spirit and the courage to build for what comes next.

Our vision is to bring adaptive innovation to support our nation's most important missions through the seamless integration of advanced technologies, elite minds, and unparalleled agility—leveraging a foundation of speed, flexibility, and ingenuity to strengthen and pro...",-1,1001 to 5000 Employees,1998,Company - Private,Information Technology Support Services,Information Technology,$500 million to $1 billion (USD),-1
Staff Data Scientist,GE Aerospace,"Alpharetta, GA",$133K - $168K (Glassdoor est.),4.2,"Job Description Summary
As a Staff Data Scientist, you will work in teams addressing statistical, machine learning, and artificial intelligence problems in a commercial technology and consultancy development environment. You will be part of a data science or cross-disciplinary team driving AI business solutions involving large, complex data sets. Potential application areas include time series forecasting, machine learning regression and classification, root cause analysis (RCA), simulation and ...",-1,10000+ Employees,1917,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
Senior Data Scientist,"BPG Bio, Inc","Framingham, MA",$100K - $135K (Employer provided),-1,"POSITION SUMMARY:
The Senior Data Scientist is involved in conducting clinical studies, integrating, and interpreting massive datasets from both clinical/healthcare records as well as multi-omics data, and is instrumental in the analysis of scientific findings. The Senior Data Scientist candidate possesses an extensive background in data analysis, including the analysis of large datasets, coding skills using diverse toolsets, successful management experience in a dynamic team environment, and is...",-1,-1,-1,-1,-1,-1,-1,-1
Data Scientist,Jostens,"Minneapolis, MN",$80K - $90K (Employer provided),3.5,"DATA SCIENTIST
ABOUT YOU:
This role is a member of the Data Science team, which is focused on developing advanced analytic models to understand consumer behaviors. The incumbent works directly with various business groups across the organization (Yearbook, Scholastic and College) to understand needs for advanced analytics and insights and recommend solutions to those needs.
YOU WILL:
Support. Develop presentations around insights and tell compelling stories with the data, deliver results to cons...",-1,1001 to 5000 Employees,1897,Subsidiary or Business Segment,Consumer Product Manufacturing,Manufacturing,Unknown / Non-Applicable,-1
Senior Data Scientist,Sustainable Talent,"San Francisco, CA",$152K - $215K (Glassdoor est.),4.8,"Location: San Francisco Bay Area, CA
Employment Type: Contract
About Us
Sustainable Talent provides flexible workforce solutions, connecting top-tier talent with leading global organizations. We partner with some of the world's most innovative companies to help them scale their teams with the right expertise. This opportunity is with one of our global high-tech clients, a leader in AI-driven technology and digital transformation. Our client is at the forefront of artificial intelligence, leverag...",-1,Unknown,--,Company - Private,HR Consulting,Human Resources & Staffing,Unknown / Non-Applicable,-1
"Machine Learning Scientist III – Growth Marketing (Multimodal LLMs, NLP, Computer vision)",Expedia Group,"Seattle, WA",$138K - $220K (Employer provided),3.9,"Expedia Group brands power global travel for everyone, everywhere. We design cutting-edge tech to make travel smoother and more memorable, and we create groundbreaking solutions for our partners. Our diverse, vibrant, and welcoming community is essential in driving our success.
Why Join Us?
To shape the future of travel, people must come first. Guided by our Values and Leadership Agreements, we foster an open culture where everyone belongs, differences are celebrated and know that when one of us...",-1,10000+ Employees,1996,Company - Public,Internet & Web Services,Information Technology,$5 to $10 billion (USD),-1
Data Scientist II - Advanced Manufacturing,Kansas City National Security Campus,"Kansas City, MO",$74K - $108K (Glassdoor est.),4.0,"Join the industry leader to design the next generation of breakthroughs.
Innovate to solve the world's most important challenges.

Honeywell is a Fortune 100 company that invents and manufactures technologies to address critical challenges linked to global macrotrends such as safety, security, productivity, global urbanization and energy. With approximately 129,000 employees worldwide, including more than 19,000 engineers and scientists, Honeywell has an unrelenting focus on quality, delivery, v...",-1,5001 to 10000 Employees,1949,Government,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,-1
Research Data Scientist III - Digestive Disease & Surgery Institute (DDSI),Cleveland Clinic,"Cleveland, OH",$84K - $128K (Employer provided),3.7,"The Cleveland Clinic’s Research and Innovation and Education Institute is a core component of the institution’s mission, focused on advancing medical knowledge and patient care through research, education, and translating scientific discoveries into practical applications. This institute includes various centers and programs such as the Lerner Research Institute, Cleveland Clinic Innovations, and the Education Institute, all working together to improve healthcare outcomes. Here, you will work al...",-1,10000+ Employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1
Data Scientist,RealmOne,Maryland,-1,4.3,"Are you VIGILANT about your career? RealmOne definitely is!
RealmOne was built on the principle that people matter first and foremost. We believe in providing a strong work/life balance by investing in our employees and encouraging professional and personal growth. We do this by offering exceptional benefits, flexible schedules, and the tools necessary to achieve success through paid training, mentoring, and the opportunity to work alongside top-notch industry professionals.
Join us on this jour...",-1,501 to 1000 Employees,2005,Company - Private,Information Technology Support Services,Information Technology,$25 to $100 million (USD),-1
Data Scientist - Artificial Intelligence Initiatives,University of Kansas Medical Center,"Kansas City, KS",$75K - $115K (Employer provided),3.8,"Data Scientist - Artificial Intelligence Initiatives

Department:
RI Administration
-
Research Informatics - AI

Position Title:
Data Scientist - Artificial Intelligence Initiatives

Job Family Group:
Professional Staff


The Data Scientist will play a key role in advancing human-centered AI research at the University of Kansas Medical Center's Enhanced AI Center. This position supports interdisciplinary teams by developing, validating, and deploying data-driven models and analytics pipelines th...",-1,1001 to 5000 Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$100 to $500 million (USD),-1
Data Scientist (Junior - Senior),Clear Ridge Defense,"Wahiawa, HI",$98K - $215K (Employer provided),5.0,"Clear Ridge Defense is seeking TS/SCI cleared professionals with polygraph to serve as Data Scientists in Wahiawa, HA
Roles and Responsibilities
You will...
Devise strategies for extracting meaning and value from large datasets.
Make and communicate principled conclusions from data employing mathematics, statistics, computer science, and application-specific knowledge.
Use various forms of analysis methodology to characterize, explore, and assess large complex datasets.
Translate practical missi...",-1,1 to 50 Employees,--,Company - Private,--,--,$5 to $25 million (USD),-1
"Data, Machine Learning & Generative AI Developer",KlariVis,"Roanoke, VA",$66K - $108K (Glassdoor est.),5.0,"Description:
About KlariVis
KlariVis is an enterprise dashboard and analytics platform built for financial institutions by bankers. We are passionate about solving the data conundrum in the banking industry. We believe that the strength of our company lies in the strength of our people. At KlariVis we are looking for data-passionate individuals to join our team.
This is a hybrid position requiring 3 - 4 days onsite in the Roanoke, VA office.
Key Responsibilities
Build and deliver product feature...",-1,1 to 50 Employees,2018,Unknown,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,-1
"Staff Behavioral Data Scientist, YouTube Marketing",YouTube,"Chicago, IL",$197K - $291K (Employer provided),4.5,"This role may also be located in our Playa Vista, CA campus.
Applicants in the County of Los Angeles: Qualified applications with arrest or conviction records will be considered for employment in accordance with the Los Angeles County Fair Chance Ordinance for Employers and the California Fair Chance Act.

Note: By applying to this position you will have an opportunity to share your preferred working location from the following: Chicago, IL, USA; New York, NY, USA; San Bruno, CA, USA; Los Angele...",-1,1001 to 5000 Employees,2005,Subsidiary or Business Segment,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist,nCino,"Lehi, UT",$108K - $183K (Employer provided),3.9,"nCino offers exciting career opportunities for individuals who want to join the worldwide leader in cloud banking.

Banks generate massive amounts of data - loan applications, portfolio performance, risk metrics, transaction patterns - but turning that data into intelligent action is where the real challenge lives. As a Senior Data Scientist on nCino's Data & AI team, you'll build machine learning models and predictive analytics that help financial institutions make smarter lending decisions, ma...",-1,1001 to 5000 Employees,2012,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1
Consulting Data Scientist,Oracle,United States,-1,3.7,"This role is part of an elite overlay consulting organization providing expert-level solution building and product knowledge to support Oracle Health’s strategic engagements. As a Principal Data Scientist, you will play a key role in solving complex challenges utilizing Oracle’s best-in-class AI and Gen AI applications, services, and infrastructure. The preferred candidate will have strong background in statistical analysis and machine learning. You will work closely with other data scientists, ...",-1,10000+ Employees,1977,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD),-1
Data Scientist,Booz Allen,"Macdill AFB, FL",$99K - $225K (Employer provided),4.0,"Data Scientist
The Opportunity:
As a data scientist, you’re excited at the prospect of unlocking the secrets held by a data set, and you’re fascinated by the possibilities presented by IoT, machine learning, and artificial intelligence. In an increasingly connected world, massive amounts of structured and unstructured data open new opportunities. As a data scientist at Booz Allen, you can help turn these complex data sets into useful information to solve global challenges. Across private and pub...",-1,10000+ Employees,1914,Company - Public,Information Technology Support Services,Information Technology,$5 to $10 billion (USD),-1
Senior Data Scientist - CMX,CVS Health,"New York, NY",$111K - $222K (Employer provided),3.2,"At CVS Health, we’re building a world of health around every consumer and surrounding ourselves with dedicated colleagues who are passionate about transforming health care.
As the nation’s leading health solutions company, we reach millions of Americans through our local presence, digital channels and more than 300,000 purpose-driven colleagues – caring for people where, when and how they choose in a way that is uniquely more connected, more convenient and more compassionate. And we do it all wi...",-1,10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),-1
Data Scientist (or AI Engineer) - Hybrid,Elder Research,"Tampa, FL",$103K - $155K (Glassdoor est.),4.4,"Job Title: Data Scientist (or AI Engineer)
Location: Tampa, FL - MacDill AFB
Workplace: Hybrid; 2-3 days per week onsite at MacDill AFB, FL
Clearance: Top Secret (TS)
Position Overview:
Elder Research is seeking mid to senior-level Data Scientists (AI Engineers) to support a U.S. national security client at MacDill AFB in Tampa, FL. In this mission-focused role, you will apply advanced data science and AI/ML techniques to enable intelligence analysts to uncover hidden patterns, enhance decision-...",-1,51 to 200 Employees,1995,Company - Private,Business Consulting,Management & Consulting,$5 to $25 million (USD),-1
"Machine Learning Scientist- LLM/AI, San Jose",TikTok,"San Jose, CA",$137K - $360K (Employer provided),3.2,"Technology

Machine Learning Scientist- LLM/AI, San Jose

Location
:

San Jose

Employment Type
:

Regular

Job Code
:

A229956

Responsibilities

About the team
PDPO(Privacy and Data Protection Office) is the organization to lead, supervise, and empower all TikTok's privacy work in an accountable and industry leading way. This team is the expert in the landscape of privacy risks and passionate about consulting across the company on implementing the proper safeguards and technical mitigations to...",-1,10000+ Employees,2016,Company - Private,Internet & Web Services,Information Technology,Unknown / Non-Applicable,-1
Senior Data Scientist (AdTech),Nexxen,"New York, NY",$160K - $210K (Employer provided),3.7,"Who is Nexxen?
Flexible advertising, unified by data. Nexxen empowers advertisers, agencies, publishers and broadcasters around the world to utilize data and advanced TV in the ways that are most meaningful to them. Our flexible and unified technology stack comprises a demand-side platform (""DSP"") and supply-side platform (""SSP""), with the Nexxen Data Platform at its core.
Why join the Nexxen team?
With a global footprint, you can be part of a team that is transforming advertising through our cr...",-1,501 to 1000 Employees,--,Company - Public,Advertising & Public Relations,Media & Communication,Unknown / Non-Applicable,-1
Machine Learning - Data Scientist,Apple,"Sunnyvale, CA",$181K - $318K (Employer provided),4.1,"Do you have a passion for computer vision and solving deep learning problems? The Video Engineering Data Analytics and Quality group is seeking an expert in evaluating machine learning and deep learning models, including foundation models and multimodal systems. This role will play a critical part in crafting robust evaluation frameworks, using both traditional statistical methods and modern techniques like LLM-as-a-Judge! The ideal candidate combines strong analytical thinking, expertise in Pyt...",-1,10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),-1
Senior Data Scientist | Commodities,Macquarie Group Limited,"Houston, TX",$107K - $152K (Glassdoor est.),3.8,"Join Macquarie’s North American Power, Gas and Emissions trading team as a Senior Data Scientist providing data and analytics solutions across our commodities business lines.
At Macquarie, our advantage is bringing together diverse people and empowering them to shape all kinds of possibilities. We are a global financial services group operating in 31 markets and with 56 years of unbroken profitability. You’ll be part of a friendly and supportive team where everyone - no matter what role - contri...",-1,10000+ Employees,1969,Company - Public,Investment & Asset Management,Financial Services,$5 to $10 billion (USD),-1
Sr Data Engineer - Gen AI/ML - Tampa,Photon,"Tampa, FL",$42K - $148K (Employer provided),4.1,"Key Responsibilities:
Model Development: Design and develop algorithms for generative models using deep learning techniques.
Collaboration: Work with cross-functional teams to integrate generative AI solutions into existing systems.
Research: Stay updated on the latest advancements in generative AI technologies and methodologies.
Optimization: Fine-tune models for performance and efficiency.
Troubleshooting: Address and resolve issues related to generative AI models and implementations.
Document...",-1,5001 to 10000 Employees,2007,Company - Private,Information Technology Support Services,Information Technology,$100 to $500 million (USD),-1
Senior Data Scientist,Generac Power Systems,"Pewaukee, WI",$114K - $156K (Glassdoor est.),3.0,"We are Generac, a leading energy technology company committed to powering a smarter world.
Over the 60 plus years of Generac’s history, we’ve been dedicated to energy innovation. From creating the home standby generator market category, to our current evolution into an energy technology solutions company, we continue to push new boundaries.
The Senior Data Scientist will analyze and interpret complex data sets to provide insights and recommendations that will help optimize the business groups sa...",-1,1001 to 5000 Employees,1959,Company - Public,Consumer Product Manufacturing,Manufacturing,$1 to $5 billion (USD),-1
Machine Learning Engineer/Scientist I - Early Career 2025 University Grad,Blue Origin,"Seattle, WA",$99K - $139K (Employer provided),3.2,"Application close date:
Applications will be accepted on an ongoing basis until the requisition is closed.
At Blue Origin, we envision millions of people living and working in space for the benefit of Earth. We’re working to develop reusable, safe, and low-cost space vehicles and systems within a culture of safety, collaboration, and inclusion. Join our team of problem solvers as we add new chapters to the history of spaceflight!
This role is part of Blue Origin corporate functions, providing ce...",-1,10000+ Employees,2000,Company - Private,Aerospace & Defense,Aerospace & Defense,$5 to $25 million (USD),-1
Artificial Intelligence/Machine Learning (AI/ML) Analyst (2929),PSI Pax,"Dahlgren, VA",$82K - $128K (Glassdoor est.),3.8,"PSI Pax is an Economically Disadvantaged Woman-Owned Small Business (EDWOSB) Headquartered in Patuxent River, MD. We are recognized as key contributors to our DOD Customer’s mission specializing in Information Technology, enterprise resource planning, business and financial management, acquisition, and logistics. PSI Pax is at the forefront of innovation in supporting our DOD customer’s complex requirements. We help our customers coordinate services across their enterprises nationwide, enhance e...",-1,51 to 200 Employees,2005,Contract,Information Technology Support Services,Information Technology,$5 to $25 million (USD),-1
"Machine Learning Scientist III, Recommendations",Wayfair,"Mountain View, CA",$185K - $249K (Glassdoor est.),3.0,"About this role
We are looking for an experienced Machine Learning Scientist III to join our content recommendations team. In this role, you will be at the core of building and optimizing ML-based recommender systems (e.g., image and content recommendations, homepage and email optimization and personalization) to enhance the customer experience at Wayfair. Your work will directly impact how millions of customers discover and engage with products, driving significant business value.
As part of Wa...",-1,10000+ Employees,2002,Company - Public,Home Furniture & Housewares Stores,Retail & Wholesale,$5 to $10 billion (USD),-1
Senior Data Scientist,ChenMed,"Miami, FL",$102K - $151K (Glassdoor est.),3.0,"We’re unique. You should be, too.
We’re changing lives every day. For both our patients and our team members. Are you innovative and entrepreneurial minded? Is your work ethic and ambition off the charts? Do you inspire others with your kindness and joy?
We’re different than most primary care providers. We’re rapidly expanding and we need great people to join our team.
The Senior Data Scientist is responsible for developing and organizing data-centered projects that ultimately inform and promote...",-1,1001 to 5000 Employees,1970,Company - Private,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),-1
Data Scientist Analyst - Level 3,Lockheed Martin,"Marietta, GA",-1,4.1,"Job ID: 709281BR
Date posted: Oct. 29, 2025

Description:What You Will Be Doing:

Join the Digital Sustainment & Analytics (DSA) team in Lockheed Martin Aeronautics. The DSA team supports a wide range of platforms across Lockheed's portfolios with integrated data solutions, analytics and modeling centers of excellences and IT software and software engineering and sustainment. At the forefront of the innovation and analytics platforms we deliver and sustain, the C-130 HercFusion teams brings adva...",-1,10000+ Employees,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1
"Sr. Data Scientist, Machine Learning",Varo Bank,"San Francisco, CA",$150K - $200K (Employer provided),3.3,"Varo is an entirely new kind of bank. All digital, mission-driven, FDIC insured and designed for the way our customers live their lives. A bank for all of us.

About The Role
Varo represents a new generation of fintech built on technology and innovation to empower consumers. We serve millions of Americans with our mobile app to make digital banking easy, convenient, and personalized. As a Senior Data Scientist (Machine Learning), you’ll get the chance to develop innovative models that affect mil...",-1,201 to 500 Employees,2015,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,-1
